"REC_NO","OBJECT","REGION","DATE","UT","ERR_UT","JD","LONG_1","LONG_2","LONG_3","LONG_SYST","ERR_LONG","SYSTEM","PHASE","LAT","ERR_LAT","INFO","MEAS","CHANNEL","INSTR","MAGN","ORIE","OBSERVER"
4155,"DC1_PROJ","L1","2023/01/27","17:02.6",,2459972.21014,75.8,192.6,155.9,75.8,,1,-9.7,+7.4,,"","ada","ired","",,"","&Cidad_1"
4156,"DC2_PROJ","L1","2023/01/27","17:02.6",,2459972.21014,90.6,207.4,170.7,90.6,,1,-9.7,+7.4,,"","ada","ired","",,"","&Cidad_1"
4157,"DC2_SPOT","L2","2023/01/28","09:50.7",,2459972.91021,330.1,81.6,45.1,330.1,,1,-9.6,+8.8,,"","ada","ired","",,"","&Miyaz_6"
4158,"DC3_PROJ","L1","2023/01/28","11:20.6",,2459972.97264,76.1,187.1,150.6,76.1,,1,-9.6,+7.0,,"","ada","colo","",,"","&Olive_2"
4159,"DC1_BAR","L1","2023/01/28","11:20.6",,2459972.97264,45.0,156.0,119.5,45.0,,1,-9.6,+7.8,,"","ada","colo","",,"","&Olive_2"
4160,"DC3_PROJ","L1","2023/01/28","11:20.6",,2459972.97264,91.1,202.1,165.5,91.1,,1,-9.6,+7.8,,"","ada","colo","",,"","&Olive_2"
4161,"DC2_PROJ","L1","2023/01/28","11:20.6",,2459972.97264,47.8,158.8,122.3,47.8,,1,-9.6,+6.7,,"","ada","colo","",,"","&Olive_2"
4162,"DC3_PROJ","L2","2023/01/28","11:20.6",,2459972.97264,68.6,179.6,143.1,68.6,,1,-9.6,+8.4,,"","ada","colo","",,"","&Olive_2"
4163,"DC2_PROJ","L1","2023/01/28","16:54.0",,2459973.20417,258.1,7.3,330.9,258.1,,1,-9.6,+6.5,,"","ada","ired","",,"","&Cidad_1"
4164,"DC1_PROJ","L1","2023/01/28","16:54.0",,2459973.20417,217.7,326.9,290.5,217.7,,1,-9.6,+7.3,,"","ada","ired","",,"","&Cidad_1"
4165,"DC2_PROJ","L1","2023/01/29","10:01.1",,2459973.91743,169.4,273.2,237.0,169.4,,1,-9.5,+6.7,,"","ada","ired","",,"","&Miyaz_6"
4166,"DC3_BAR","L1","2023/01/29","10:01.1",,2459973.91743,153.6,257.4,221.2,153.6,,1,-9.5,+7.9,,"","ada","ired","",,"","&Miyaz_6"
4167,"DC2_PROJ","L1","2023/01/29","10:43.4",,2459973.94681,218.4,321.9,285.7,218.4,,1,-9.5,+6.6,,"","ada","ired","",,"","&Miyaz_6"
4168,"DC3_PROJ","L1","2023/01/29","11:34.4",,2459973.98222,230.7,334.0,297.8,230.7,,1,-9.5,+7.9,,"","ada","colo","",,"","&Olive_2"
4169,"DC3_PROJ","L1","2023/01/29","11:34.4",,2459973.98222,170.6,273.9,237.6,170.6,,1,-9.5,+7.5,,"","ada","colo","",,"","&Olive_2"
4170,"DC3_BAR","L2","2023/01/29","11:34.4",,2459973.98222,254.6,357.9,321.6,254.6,,1,-9.5,+8.6,,"","ada","colo","",,"","&Olive_2"
4171,"DC1_PROJ","L1","2023/01/29","11:34.4",,2459973.98222,217.4,320.7,284.5,217.4,,1,-9.5,+7.1,,"","ada","colo","",,"","&Olive_2"
4172,"DC3_PROJ","L1","2023/01/29","17:06.0",,2459974.21250,82.4,184.0,147.8,82.4,,1,-9.5,+6.1,,"","ada","colo","",,"","&Cicogna"
4173,"DC2_BAR","L1","2023/01/29","17:06.0",,2459974.21250,65.6,167.2,131.0,65.6,,1,-9.5,+7.2,,"","ada","colo","",,"","&Cicogna"
4174,"DC2_PROJ","L1","2023/01/29","17:19.8",,2459974.22208,78.3,179.8,143.6,78.3,,1,-9.5,+6.1,,"","ada","ired","",,"","&Cidad_1"
4175,"DC1_PROJ","L1","2023/01/29","17:19.8",,2459974.22208,47.6,149.1,112.9,47.6,,1,-9.5,+6.4,,"","ada","ired","",,"","&Cidad_1"
4176,"DC3_PROJ","L2","2023/01/29","17:19.8",,2459974.22208,54.7,156.1,120.0,54.7,,1,-9.5,+8.3,,"","ada","ired","",,"","&Cidad_1"
4177,"DC1_SPOT","L2","2023/01/29","17:19.8",,2459974.22208,44.4,145.9,109.7,44.4,,1,-9.5,+8.2,,"","ada","ired","",,"","&Cidad_1"
4178,"DC1_SPOT","L1","2023/01/29","17:19.8",,2459974.22208,75.7,177.2,141.0,75.7,,1,-9.5,+7.6,,"","ada","ired","",,"","&Cidad_1"
4179,"DC2_PROJ","L1","2023/01/29","18:04.0",,2459974.25278,89.5,190.8,154.6,89.5,,1,-9.5,+7.0,,"","rbu","colo","",,"","&Foste_1"
4180,"DC1_PROJ","L1","2023/01/29","18:04.0",,2459974.25278,75.9,177.1,141.0,75.9,,1,-9.5,+7.8,,"","rbu","colo","",,"","&Foste_1"
4181,"DC3_PROJ","L1","2023/01/30","10:08.9",,2459974.92285,319.1,55.3,19.3,319.1,,1,-9.4,+6.9,,"","ada","colo","",,"","&Miyaz_6"
4182,"DC2_SPOT","L2","2023/01/30","10:08.9",,2459974.92285,331.9,68.0,32.0,331.9,,1,-9.4,+8.7,,"","ada","colo","",,"","&Miyaz_6"
4183,"DC1_BAR","L2","2023/01/30","11:36.2",,2459974.98347,45.1,140.7,104.7,45.1,,1,-9.4,+8.1,,"","ada","colo","",,"","&Olive_2"
4184,"DC2_PROJ","L1","2023/01/30","11:36.2",,2459974.98347,16.6,112.3,76.3,16.6,,1,-9.4,+7.4,,"","ada","colo","",,"","&Olive_2"
4185,"DC1_SPOT","L2","2023/01/30","11:36.2",,2459974.98347,23.7,119.4,83.4,23.7,,1,-9.4,+8.7,,"","ada","colo","",,"","&Olive_2"
4186,"DC2_PROJ","L1","2023/01/30","11:36.2",,2459974.98347,48.2,143.9,107.9,48.2,,1,-9.4,+7.3,,"","ada","colo","",,"","&Olive_2"
4187,"DC2_PROJ","L1","2023/01/30","11:36.2",,2459974.98347,358.9,94.6,58.6,358.9,,1,-9.4,+6.8,,"","ada","colo","",,"","&Olive_2"
4188,"DC3_PROJ","L1","2023/01/30","11:36.2",,2459974.98347,333.6,69.2,33.2,333.6,,1,-9.4,+6.2,,"","ada","colo","",,"","&Olive_2"
4189,"DC1_PROJ","L1","2023/01/30","17:27.8",,2459975.22764,218.0,311.8,275.9,218.0,,1,-9.4,+7.0,,"","ada","ired","",,"","&Cidad_1"
4190,"DC2_SPOT","L2","2023/01/30","17:27.8",,2459975.22764,248.7,342.5,306.6,248.7,,1,-9.4,+8.3,,"","ada","ired","",,"","&Cidad_1"
4191,"DC3_PROJ","L1","2023/01/30","17:27.8",,2459975.22764,228.7,322.5,286.6,228.7,,1,-9.4,+7.7,,"","ada","ired","",,"","&Cidad_1"
4192,"DC3_SPOT","L1","2023/01/30","17:27.8",,2459975.22764,207.2,301.0,265.1,207.2,,1,-9.4,+7.5,,"","ada","ired","",,"","&Cidad_1"
4193,"DC1_SPOT","L2","2023/01/30","18:08.0",,2459975.25556,279.8,13.4,337.5,279.8,,1,-9.4,+8.3,,"","ada","ired","",,"","&Cidad_1"
4194,"DC1_BAR","L2","2023/01/31","09:17.9",,2459975.88743,75.6,164.4,128.7,75.6,,1,-9.4,+8.3,,"","ada","ired","",,"","&Miyaz_6"
4195,"DC3_PROJ","L1","2023/01/31","09:17.9",,2459975.88743,76.2,165.0,129.2,76.2,,1,-9.4,+6.3,,"","ada","ired","",,"","&Miyaz_6"
4196,"DC1_PROJ","L1","2023/01/31","09:17.9",,2459975.88743,48.2,137.0,101.2,48.2,,1,-9.4,+6.6,,"","ada","ired","",,"","&Miyaz_6"
4197,"DC1_SPOT","L1","2023/01/31","09:17.9",,2459975.88743,45.2,134.0,98.2,45.2,,1,-9.4,+7.6,,"","ada","ired","",,"","&Miyaz_6"
4198,"DC3_PROJ","L1","2023/01/31","09:17.9",,2459975.88743,101.9,190.7,155.0,101.9,,1,-9.4,+7.7,,"","ada","ired","",,"","&Miyaz_6"
4199,"DC2_PROJ","L1","2023/01/31","09:17.9",,2459975.88743,92.5,181.3,145.6,92.5,,1,-9.4,+6.3,,"","ada","ired","",,"","&Miyaz_6"
4200,"DC2_PROJ","L1","2023/01/31","11:06.9",,2459975.96312,137.6,225.8,190.0,137.6,,1,-9.3,+7.5,,"","ada","ired","",,"","&Miyaz_6"
4201,"DC1_PROJ","L1","2023/01/31","11:06.9",,2459975.96312,167.7,255.9,220.2,167.7,,1,-9.3,+6.0,,"","ada","ired","",,"","&Miyaz_6"
4202,"DC2_BAR","L1","2023/01/31","11:06.9",,2459975.96312,168.3,256.5,220.8,168.3,,1,-9.3,+8.0,,"","ada","ired","",,"","&Miyaz_6"
4203,"DC3_PROJ","L1","2023/01/31","17:55.0",,2459976.24653,61.4,147.4,111.8,61.4,,1,-9.3,+7.8,,"","ada","ired","",,"","&Cidad_1"
4204,"DC1_BAR","L1","2023/01/31","17:55.0",,2459976.24653,44.9,130.9,95.2,44.9,,1,-9.3,+7.6,,"","ada","ired","",,"","&Cidad_1"
4205,"DC2_PROJ","L1","2023/01/31","17:55.0",,2459976.24653,76.3,162.3,126.7,76.3,,1,-9.3,+6.8,,"","ada","ired","",,"","&Cidad_1"
4206,"DC1_PROJ","L1","2023/01/31","17:55.0",,2459976.24653,48.0,134.0,98.4,48.0,,1,-9.3,+6.5,,"","ada","ired","",,"","&Cidad_1"
4207,"DC2_PROJ","L1","2023/01/31","17:55.0",,2459976.24653,1.1,87.1,51.5,1.1,,1,-9.3,+6.5,,"","ada","ired","",,"","&Cidad_1"
4208,"DC1_SPOT","L2","2023/01/31","17:55.0",,2459976.24653,24.5,110.6,74.9,24.5,,1,-9.3,+8.2,,"","ada","ired","",,"","&Cidad_1"
4209,"DC2_SPOT","L2","2023/01/31","17:55.0",,2459976.24653,29.2,115.2,79.6,29.2,,1,-9.3,+8.8,,"","ada","ired","",,"","&Cidad_1"
4210,"DC1_BAR","L2","2023/01/31","17:55.0",,2459976.24653,75.0,161.0,125.3,75.0,,1,-9.3,+8.3,,"","ada","ired","",,"","&Cidad_1"
4211,"DC1_BAR","L1","2023/01/31","18:37.0",,2459976.27569,89.0,174.8,139.2,89.0,,1,-9.3,+7.0,,"","ada","ired","",,"","&Cidad_1"
4212,"DC1_SPOT","L2","2023/02/01","09:59.8",,2459976.91653,282.6,3.5,328.1,282.6,,1,-9.3,+8.8,,"","ada","colo","",,"","&Miyaz_6"
4213,"DC3_SPOT","L2","2023/02/01","09:59.8",,2459976.91653,322.2,43.2,7.7,322.2,,1,-9.3,+8.5,,"","ada","colo","",,"","&Miyaz_6"
4214,"DC2_PROJ","L1","2023/02/01","09:59.8",,2459976.91653,224.4,305.3,269.8,224.4,,1,-9.3,+6.1,,"","ada","colo","",,"","&Miyaz_6"
4215,"DC3_SPOT","L1","2023/02/01","18:05.0",,2459977.25347,205.5,283.9,248.5,205.5,,1,-9.2,+8.0,,"","ada","ired","",,"","&Cidad_1"
4216,"DC1_PROJ","L1","2023/02/01","18:05.0",,2459977.25347,168.0,246.3,210.9,168.0,,1,-9.2,+6.5,,"","ada","ired","",,"","&Cidad_1"
4217,"DC1_BAR","L2","2023/02/01","19:11.0",,2459977.29931,258.7,336.7,301.3,258.7,,1,-9.2,+8.2,,"","ada","ired","",,"","&Cidad_1"
4218,"DC1_SPOT","L1","2023/02/01","19:11.0",,2459977.29931,281.2,359.2,323.9,281.2,,1,-9.2,+7.9,,"","ada","ired","",,"","&Cidad_1"
4219,"DC2_SPOT","L1","2023/02/01","19:11.0",,2459977.29931,251.8,329.8,294.4,251.8,,1,-9.2,+7.9,,"","ada","ired","",,"","&Cidad_1"
4220,"DC1_BAR","L1","2023/02/02","10:49.8",,2459977.95125,75.8,148.8,113.6,75.8,,1,-9.2,+8.0,,"","ada","ired","",,"","&Miyaz_6"
4221,"DC1_PROJ","L1","2023/02/02","10:49.8",,2459977.95125,93.0,166.0,130.8,93.0,,1,-9.2,+6.2,,"","ada","ired","",,"","&Miyaz_6"
4222,"DC2_PROJ","L2","2023/02/02","10:49.8",,2459977.95125,61.9,134.9,99.8,61.9,,1,-9.2,+8.2,,"","ada","ired","",,"","&Miyaz_6"
4223,"DC1_PROJ","L1","2023/02/02","17:44.8",,2459978.23944,359.4,70.2,35.1,359.4,,1,-9.1,+7.0,,"","ada","ired","",,"","&Cidad_1"
4224,"DC2_PROJ","L1","2023/02/02","17:44.8",,2459978.23944,29.5,100.3,65.2,29.5,,1,-9.1,+7.0,,"","ada","ired","",,"","&Cidad_1"
4225,"DC3_PROJ","L1","2023/02/02","17:44.8",,2459978.23944,312.1,22.9,347.8,312.1,,1,-9.1,+7.1,,"","ada","ired","",,"","&Cidad_1"
4226,"DC2_SPOT","L2","2023/02/02","17:44.8",,2459978.23944,330.3,41.1,6.0,330.3,,1,-9.1,+9.0,,"","ada","ired","",,"","&Cidad_1"
4227,"DC1_PROJ","L2","2023/02/02","17:44.8",,2459978.23944,335.2,46.0,10.9,335.2,,1,-9.1,+8.1,,"","ada","ired","",,"","&Cidad_1"
4228,"DC1_PROJ","L1","2023/02/02","17:44.8",,2459978.23944,13.9,84.7,49.6,13.9,,1,-9.1,+7.5,,"","ada","ired","",,"","&Cidad_1"
4229,"DC2_PROJ","L1","2023/02/02","18:18.9",,2459978.26312,0.0,70.6,35.5,0.0,,1,-9.1,+7.0,,"","ada","ired","",,"","&Dionisi"
4230,"DC2_PROJ","L2","2023/02/02","18:18.9",,2459978.26312,334.7,45.3,10.2,334.7,,1,-9.1,+8.3,,"","ada","ired","",,"","&Dionisi"
4231,"DC3_PROJ","L1","2023/02/02","18:18.9",,2459978.26312,31.2,101.8,66.7,31.2,,1,-9.1,+6.9,,"","ada","ired","",,"","&Dionisi"
4232,"DC2_PROJ","L1","2023/02/02","18:18.9",,2459978.26312,48.4,119.0,83.9,48.4,,1,-9.1,+6.4,,"","ada","ired","",,"","&Dionisi"
4233,"DC1_BAR","L2","2023/02/02","19:04.0",,2459978.29444,75.2,145.6,110.5,75.2,,1,-9.1,+8.4,,"","ada","ired","",,"","&Cidad_1"
4234,"DC1_BAR","L2","2023/02/02","19:04.0",,2459978.29444,37.0,107.4,72.3,37.0,,1,-9.1,+8.6,,"","ada","ired","",,"","&Cidad_1"
4235,"DC2_PROJ","L1","2023/02/02","19:04.0",,2459978.29444,47.4,117.8,82.7,47.4,,1,-9.1,+6.8,,"","ada","ired","",,"","&Cidad_1"
4236,"DC3_PROJ","L1","2023/02/03","17:32.4",,2459979.23083,164.9,228.2,193.3,164.9,,1,-9.0,+6.7,,"","ada","colo","",,"","&Dionisi"
4237,"DC3_PROJ","L1","2023/02/03","17:32.4",,2459979.23083,106.6,169.8,135.0,106.6,,1,-9.0,+7.7,,"","ada","colo","",,"","&Dionisi"
4238,"DC3_PROJ","L1","2023/02/03","17:54.0",,2459979.24583,153.3,216.4,181.6,153.3,,1,-9.0,+6.1,,"","ada","ired","",,"","&Cidad_1"
4239,"DC2_SPOT","L1","2023/02/03","17:54.0",,2459979.24583,133.0,196.2,161.3,133.0,,1,-9.0,+7.5,,"","ada","ired","",,"","&Cidad_1"
4240,"DC3_PROJ","L1","2023/02/03","19:13.0",,2459979.30069,164.4,227.1,192.3,164.4,,1,-9.0,+6.7,,"","ada","ired","",,"","&Cidad_1"
4241,"DC3_BAR","L2","2023/02/03","19:13.0",,2459979.30069,199.2,261.9,227.1,199.2,,1,-9.0,+8.2,,"","ada","ired","",,"","&Cidad_1"
4242,"DC1_SPOT","L2","2023/02/04","18:01.8",,2459980.25125,352.8,48.2,13.6,352.8,,1,-8.9,+8.9,,"","ada","ired","",,"","&Cidad_1"
4243,"DC1_PROJ","L2","2023/02/04","18:01.8",,2459980.25125,287.5,343.0,308.4,287.5,,1,-8.9,+8.2,,"","ada","ired","",,"","&Cidad_1"
4244,"DC2_PROJ","L1","2023/02/05","19:26.6",,2459981.31014,162.6,210.0,175.7,162.6,,1,-8.8,+6.7,,"","ada","ired","",,"","&Cidad_1"
4245,"DC3_SPOT","L1","2023/02/05","19:26.6",,2459981.31014,197.0,244.4,210.1,197.0,,1,-8.8,+7.0,,"","ada","ired","",,"","&Cidad_1"
4246,"DC2_SPOT","L2","2023/02/05","19:26.6",,2459981.31014,130.7,178.1,143.8,130.7,,1,-8.8,+9.0,,"","ada","ired","",,"","&Cidad_1"
4247,"DC3_PROJ","L2","2023/02/06","18:05.0",,2459982.25347,276.5,316.7,282.7,276.5,,1,-8.7,+8.2,,"","ada","ired","",,"","&Cidad_1"
4248,"DC1_PROJ","L1","2023/02/06","18:05.0",,2459982.25347,266.8,307.0,273.0,266.8,,1,-8.7,+7.7,,"","ada","ired","",,"","&Cidad_1"
4249,"DC2_PROJ","L1","2023/02/06","18:05.0",,2459982.25347,295.5,335.7,301.6,295.5,,1,-8.7,+6.5,,"","ada","ired","",,"","&Cidad_1"
4250,"DC3_PROJ","L1","2023/02/06","19:51.5",,2459982.32743,315.8,355.4,321.4,315.8,,1,-8.7,+6.2,,"","ada","ired","",,"","&Cidad_1"
4251,"DC2_PROJ","L1","2023/02/06","19:51.5",,2459982.32743,13.1,52.7,18.7,13.1,,1,-8.7,+7.3,,"","ada","ired","",,"","&Cidad_1"
4252,"DC2_PROJ","L1","2023/02/06","19:51.5",,2459982.32743,334.5,14.2,340.1,334.5,,1,-8.7,+7.8,,"","ada","ired","",,"","&Cidad_1"
4253,"DC2_PROJ","L1","2023/02/06","19:51.5",,2459982.32743,326.4,6.0,332.0,326.4,,1,-8.7,+7.8,,"","ada","ired","",,"","&Cidad_1"
4254,"DC3_PROJ","L2","2023/02/06","19:51.5",,2459982.32743,346.0,25.6,351.6,346.0,,1,-8.7,+8.5,,"","ada","ired","",,"","&Cidad_1"
4255,"DC1_SPOT","L2","2023/02/06","19:51.5",,2459982.32743,356.0,35.7,1.6,356.0,,1,-8.7,+8.2,,"","ada","ired","",,"","&Cidad_1"
4256,"DC1_PROJ","L1","2023/02/07","09:31.8",,2459982.89708,94.5,129.8,95.9,94.5,,1,-8.6,+6.7,,"","ada","colo","",,"","&Miyaz_6"
4257,"DC3_PROJ","L1","2023/02/07","09:31.8",,2459982.89708,116.6,151.9,118.0,116.6,,1,-8.6,+7.6,,"","ada","colo","",,"","&Miyaz_6"
4258,"DC2_BAR","L2","2023/02/07","09:31.8",,2459982.89708,128.8,164.1,130.3,128.8,,1,-8.6,+8.2,,"","ada","colo","",,"","&Miyaz_6"
4259,"DC2_PROJ","L1","2023/02/07","09:31.8",,2459982.89708,69.8,105.1,71.2,69.8,,1,-8.6,+7.5,,"","ada","colo","",,"","&Miyaz_6"
4260,"DC2_PROJ","L1","2023/02/07","17:46.0",,2459983.24028,34.2,66.8,33.0,34.2,,1,-8.6,+6.1,,"","ada","ired","",,"","&Cidad_1"
4261,"DC1_PROJ","L1","2023/02/07","17:46.0",,2459983.24028,48.3,81.0,47.2,48.3,,1,-8.6,+6.5,,"","ada","ired","",,"","&Cidad_1"
4262,"DC3_SPOT","L1","2023/02/07","17:46.0",,2459983.24028,83.9,116.5,82.7,83.9,,1,-8.6,+7.9,,"","ada","ired","",,"","&Cidad_1"
4263,"DC2_PROJ","L1","2023/02/08","09:20.2",,2459983.88903,250.5,278.2,244.6,250.5,,1,-8.5,+6.9,,"","ada","ired","",,"","&Miyaz_6"
4264,"DC3_SPOT","L1","2023/02/08","09:20.2",,2459983.88903,304.9,332.6,299.0,304.9,,1,-8.5,+7.7,,"","ada","ired","",,"","&Miyaz_6"
4265,"DC2_PROJ","L2","2023/02/08","09:20.2",,2459983.88903,237.9,265.6,232.0,237.9,,1,-8.5,+8.1,,"","ada","ired","",,"","&Miyaz_6"
4266,"DC2_BAR","L2","2023/02/08","09:20.2",,2459983.88903,309.9,337.6,304.0,309.9,,1,-8.5,+8.3,,"","ada","ired","",,"","&Miyaz_6"
4267,"DC1_PROJ","L1","2023/02/08","09:20.2",,2459983.88903,295.3,323.0,289.4,295.3,,1,-8.5,+7.6,,"","ada","ired","",,"","&Miyaz_6"
4268,"DC1_BAR","L2","2023/02/08","09:20.2",,2459983.88903,291.3,319.0,285.4,291.3,,1,-8.5,+8.5,,"","ada","ired","",,"","&Miyaz_6"
4269,"DC2_PROJ","L1","2023/02/08","10:39.9",,2459983.94438,316.0,343.2,309.6,316.0,,1,-8.5,+6.6,,"","ada","ired","",,"","&Miyaz_6"
4270,"DC3_PROJ","L2","2023/02/08","10:39.9",,2459983.94438,348.3,15.6,342.0,348.3,,1,-8.5,+8.1,,"","ada","ired","",,"","&Miyaz_6"
4271,"DC3_PROJ","L2","2023/02/08","10:39.9",,2459983.94438,343.1,10.4,336.8,343.1,,1,-8.5,+8.4,,"","ada","ired","",,"","&Miyaz_6"
4272,"DC1_SPOT","L2","2023/02/08","10:39.9",,2459983.94438,336.6,3.9,330.3,336.6,,1,-8.5,+8.8,,"","ada","ired","",,"","&Miyaz_6"
4273,"DC1_PROJ","L2","2023/02/08","16:27.0",,2459984.18542,198.3,223.8,190.2,198.3,,1,-8.5,+8.1,,"","jac","inte","",,"","&Jacqu_2"
4274,"DC1_PROJ","L1","2023/02/08","16:27.0",,2459984.18542,160.2,185.7,152.2,160.2,,1,-8.5,+7.6,,"","jac","inte","",,"","&Jacqu_2"
4275,"DC3_PROJ","L1","2023/02/09","09:13.9",,2459984.88465,59.6,79.8,46.4,59.6,,1,-8.4,+7.5,,"","ada","colo","",,"","&Miyaz_6"
4276,"DC2_PROJ","L1","2023/02/09","09:13.9",,2459984.88465,91.9,112.0,78.7,91.9,,1,-8.4,+6.9,,"","ada","colo","",,"","&Miyaz_6"
4277,"DC1_PROJ","L1","2023/02/09","09:13.9",,2459984.88465,49.7,69.8,36.5,49.7,,1,-8.4,+6.2,,"","ada","colo","",,"","&Miyaz_6"
4278,"DC1_BAR","L1","2023/02/09","09:13.9",,2459984.88465,47.6,67.7,34.4,47.6,,1,-8.4,+7.8,,"","ada","colo","",,"","&Miyaz_6"
4279,"DC2_SPOT","L2","2023/02/09","09:13.9",,2459984.88465,55.6,75.7,42.4,55.6,,1,-8.4,+8.8,,"","ada","colo","",,"","&Miyaz_6"
4280,"DC2_SPOT","L2","2023/02/09","17:33.7",,2459985.23174,15.3,32.8,359.5,15.3,,1,-8.4,+8.1,,"","ada","ired","",,"","&Cidad_1"
4281,"DC2_PROJ","L1","2023/02/09","17:33.7",,2459985.23174,338.2,355.6,322.4,338.2,,1,-8.4,+7.7,,"","ada","ired","",,"","&Cidad_1"
4282,"DC1_BAR","L1","2023/02/09","17:33.7",,2459985.23174,47.7,65.2,31.9,47.7,,1,-8.4,+7.5,,"","ada","ired","",,"","&Cidad_1"
4283,"DC2_PROJ","L1","2023/02/09","17:33.7",,2459985.23174,4.9,22.4,349.1,4.9,,1,-8.4,+7.1,,"","ada","ired","",,"","&Cidad_1"
4284,"DC1_BAR","L2","2023/02/09","17:33.7",,2459985.23174,1.7,19.2,345.9,1.7,,1,-8.4,+8.9,,"","ada","ired","",,"","&Cidad_1"
4285,"DC3_PROJ","L1","2023/02/09","19:36.0",,2459985.31667,90.1,106.9,73.7,90.1,,1,-8.4,+6.7,,"","ada","ired","",,"","&Cidad_1"
4286,"DC3_PROJ","L2","2023/02/09","19:36.0",,2459985.31667,106.3,123.1,89.9,106.3,,1,-8.4,+8.8,,"","ada","ired","",,"","&Cidad_1"
4287,"DC1_SPOT","L2","2023/02/10","10:08.0",,2459985.92222,296.3,308.5,275.4,296.3,,1,-8.3,+8.1,,"","ada","colo","",,"","&Miyaz_6"
4288,"DC3_PROJ","L1","2023/02/10","10:08.0",,2459985.92222,270.4,282.6,249.6,270.4,,1,-8.3,+7.4,,"","ada","colo","",,"","&Miyaz_6"
4289,"DC3_PROJ","L1","2023/02/11","09:38.3",,2459986.90160,16.4,21.2,348.4,16.4,,1,-8.2,+7.8,,"","ada","colo","",,"","&Miyaz_6"
4290,"DC3_PROJ","L1","2023/02/11","09:38.3",,2459986.90160,49.0,53.7,20.9,49.0,,1,-8.2,+6.1,,"","ada","colo","",,"","&Miyaz_6"
4291,"DC2_PROJ","L1","2023/02/11","09:38.3",,2459986.90160,5.7,10.4,337.6,5.7,,1,-8.2,+7.5,,"","ada","colo","",,"","&Miyaz_6"
4292,"DC2_PROJ","L1","2023/02/11","10:12.6",,2459986.92542,88.7,93.2,60.4,88.7,,1,-8.2,+7.2,,"","ada","ired","",,"","&Miyaz_6"
4293,"DC3_PROJ","L1","2023/02/12","09:47.9",,2459987.90826,155.2,152.2,119.7,155.2,,1,-8.1,+7.5,,"","ada","ired","",,"","&Miyaz_6"
4294,"DC2_SPOT","L2","2023/02/12","09:47.9",,2459987.90826,241.6,238.6,206.1,241.6,,1,-8.1,+8.3,,"","ada","ired","",,"","&Miyaz_6"
4295,"DC3_PROJ","L1","2023/02/12","09:47.9",,2459987.90826,196.6,193.6,161.1,196.6,,1,-8.1,+7.3,,"","ada","ired","",,"","&Miyaz_6"
4296,"DC2_PROJ","L1","2023/02/12","09:47.9",,2459987.90826,164.2,161.2,128.7,164.2,,1,-8.1,+6.8,,"","ada","ired","",,"","&Miyaz_6"
4297,"DC2_PROJ","L1","2023/02/12","09:47.9",,2459987.90826,229.8,226.8,194.3,229.8,,1,-8.1,+7.1,,"","ada","ired","",,"","&Miyaz_6"
4298,"DC3_PROJ","L1","2023/02/12","10:31.3",,2459987.93840,246.9,243.7,211.2,246.9,,1,-8.1,+6.5,,"","ada","colo","",,"","&Miyaz_6"
4299,"DC2_PROJ","L1","2023/02/12","18:37.8",,2459988.27625,110.8,105.1,72.6,110.8,,1,-8.1,+7.7,,"","ada","ired","",,"","&Cidad_1"
4300,"DC1_PROJ","L2","2023/02/12","18:37.8",,2459988.27625,124.2,118.5,86.0,124.2,,1,-8.1,+8.1,,"","ada","ired","",,"","&Cidad_1"
4301,"DC3_PROJ","L1","2023/02/12","18:37.8",,2459988.27625,195.9,190.2,157.7,195.9,,1,-8.1,+7.7,,"","ada","ired","",,"","&Cidad_1"
4302,"DC3_PROJ","L1","2023/02/13","16:47.0",,2459989.19931,259.3,246.5,214.3,259.3,,1,-7.9,+7.3,,"","jac","colo","",,"","&Jacqu_2"
4303,"DC1_PROJ","L1","2023/02/13","16:47.0",,2459989.19931,242.7,229.9,197.7,242.7,,1,-7.9,+8.0,,"","jac","colo","",,"","&Jacqu_2"
4304,"DC1_PROJ","L1","2023/02/13","16:47.0",,2459989.19931,218.4,205.6,173.4,218.4,,1,-7.9,+7.8,,"","jac","colo","",,"","&Jacqu_2"
4305,"DC2_PROJ","L1","2023/02/13","16:47.0",,2459989.19931,211.4,198.6,166.4,211.4,,1,-7.9,+7.8,,"","jac","colo","",,"","&Jacqu_2"
4306,"DC1_PROJ","L1","2023/02/13","17:56.0",,2459989.24722,302.6,289.4,257.2,302.6,,1,-7.9,+7.9,,"","jac","colo","",,"","&Jacqu_2"
4307,"DC3_PROJ","L1","2023/02/13","18:10.0",,2459989.25694,326.0,312.8,280.6,326.0,,1,-7.9,+7.3,,"","ada","ired","",,"","&Cidad_1"
4308,"DC2_BAR","L2","2023/02/13","18:10.0",,2459989.25694,340.5,327.2,295.1,340.5,,1,-7.9,+9.0,,"","ada","ired","",,"","&Cidad_1"
4309,"DC1_BAR","L1","2023/02/14","17:12.0",,2459990.21667,45.7,25.2,353.3,45.7,,1,-7.8,+7.1,,"","ada","colo","",,"","&Cicogna"
4310,"DC1_SPOT","L2","2023/02/14","17:14.0",,2459990.21806,23.3,2.7,330.8,23.3,,1,-7.8,+8.8,,"","jac","colo","",,"","&Jacqu_2"
4311,"DC1_PROJ","L2","2023/02/14","17:14.0",,2459990.21806,56.8,36.2,4.3,56.8,,1,-7.8,+8.3,,"","jac","colo","",,"","&Jacqu_2"
